timestamp,"date (UTC)","NO2 (ppb)","VOC (ppb)","pm 10 (ug/m3)","pm 2.5 (ug/m3)","NO2 (Plume AQI)","VOC (Plume AQI)","pm 10 (Plume AQI)","pm 2.5 (Plume AQI)","pm 1 (ug/m3)","pm 1 (Plume AQI)"
1668489165,"2022-11-15 05:12:45",56,36,174.02608,28.65497,60,3,159,57,14,35
1668489225,"2022-11-15 05:13:45",56,25,118.00892,27.618147,61,2,124,55,16,40
1668489285,"2022-11-15 05:14:45",55,23,192.64072,27.229015,60,2,170,54,12,30
1668489345,"2022-11-15 05:15:45",0,22,147.52165,23.989252,0,2,142,48,12,31
1668489405,"2022-11-15 05:16:45",56,21,212.23648,30.391369,60,2,183,61,13,31
1668489465,"2022-11-15 05:17:45",56,20,108.93817,29.392757,60,2,118,59,18,44
1668489525,"2022-11-15 05:18:45",57,21,141.49333,26.933002,61,2,138,54,15,37
1668489585,"2022-11-15 05:19:45",57,21,147.11365,28.730032,61,2,142,57,16,40
1668489645,"2022-11-15 05:20:45",58,19,140.22597,26.985363,62,2,138,54,13,33
1668489705,"2022-11-15 05:21:45",57,19,212.071,31.0293,61,2,183,62,11,26
1668489765,"2022-11-15 05:22:45",57,19,114.89831,18.992256,61,2,122,38,8,21
1668489825,"2022-11-15 05:23:45",56,20,117.7778,32.4115,60,2,124,65,19,48
1668489885,"2022-11-15 05:24:45",55,23,200.966,23.455696,60,2,176,47,8,19
1668489945,"2022-11-15 05:25:45",54,23,51.06675,16.975676,59,2,52,34,10,26
1668490005,"2022-11-15 05:26:45",54,22,121.62558,33.093723,59,2,126,66,20,50
1668490065,"2022-11-15 05:27:45",55,30,96.03927,24.902298,60,2,110,50,15,38
1668490125,"2022-11-15 05:28:45",57,36,80.76063,26.160755,61,3,100,52,17,42
1668490185,"2022-11-15 05:29:45",56,28,164.90086,27.864979,60,2,153,56,14,36
1668490245,"2022-11-15 05:30:45",57,21,128.46625,35.994232,61,2,130,72,19,49
1668490305,"2022-11-15 05:31:45",57,28,153.52232,30.90087,61,2,146,62,18,46
1668490365,"2022-11-15 05:32:45",58,28,70.24879,21.907114,62,2,84,44,13,32
1668490425,"2022-11-15 05:33:45",60,32,179.61623,25.84277,63,3,162,52,11,27
1668490485,"2022-11-15 05:34:45",60,28,147.38562,29.989449,64,2,142,60,15,37
1668490545,"2022-11-15 05:35:45",61,25,121.0414,30.379335,64,2,126,61,17,43
1668490605,"2022-11-15 05:36:45",62,29,98.59255,27.360039,65,2,112,55,16,40
1668490665,"2022-11-15 05:37:45",63,31,44.38848,16.643457,66,2,44,33,8,19
1668490725,"2022-11-15 05:38:45",64,31,168.95726,20.428022,67,2,156,41,6,16
1668490785,"2022-11-15 05:39:45",65,30,128.0025,39.828526,67,2,130,80,24,59
1668490845,"2022-11-15 05:40:45",65,32,177.62508,27.927967,67,3,161,56,14,34
1668490905,"2022-11-15 05:41:45",66,34,3,2,68,3,3,4,1,3
1668490965,"2022-11-15 05:42:45",67,33,3,2,69,3,3,4,1,3
1668491025,"2022-11-15 05:43:45",67,34,3,2,69,3,3,4,1,3
1668491085,"2022-11-15 05:44:45",68,30,146.54572,33.499874,70,2,142,67,18,45
1668491145,"2022-11-15 05:45:45",69,31,3,2,71,2,3,4,1,3
1668491205,"2022-11-15 05:46:45",71,34,3,2,72,3,3,4,1,3
1668491265,"2022-11-15 05:47:45",71,31,158.9551,32.89971,72,2,149,66,18,45
1668491325,"2022-11-15 05:48:45",69,27,153.50565,30.10082,70,2,146,60,16,40
1668491385,"2022-11-15 05:49:45",66,22,208.21715,29.574947,68,2,180,59,11,28
1668491445,"2022-11-15 05:50:45",65,25,3,2,68,2,3,4,1,3
1668491505,"2022-11-15 05:51:45",62,20,187.05023,31.857805,65,2,167,64,15,36
1668491565,"2022-11-15 05:52:45",60,18,140.41458,30.480217,64,1,138,61,17,42
1668491625,"2022-11-15 05:53:45",61,22,3,2,64,2,3,4,1,3
1668491685,"2022-11-15 05:54:45",61,20,180.62054,30.185863,64,2,163,60,15,38
1668491745,"2022-11-15 05:55:45",62,16,135.01707,27.67414,65,1,134,55,15,37
1668491805,"2022-11-15 05:56:45",62,13,3,2,65,1,3,4,1,3
1668491865,"2022-11-15 05:57:45",63,17,138.40515,30.092506,66,1,137,60,16,41
1668491925,"2022-11-15 05:58:45",63,27,135.03622,28.785814,66,2,134,58,16,40
1668491985,"2022-11-15 05:59:45",0,35,3,2,0,3,3,4,1,3
1668492045,"2022-11-15 06:00:45",0,38,3,2,0,3,3,4,1,3
1668492105,"2022-11-15 06:01:45",0,42,184.66632,32.762856,0,3,165,66,16,41
1668492165,"2022-11-15 06:02:45",0,43,167.6769,29.452219,0,3,155,59,15,37
1668492225,"2022-11-15 06:03:45",0,44,144.92436,28.484999,0,4,141,57,15,37
1668492285,"2022-11-15 06:04:45",0,32,3,2,0,3,3,4,1,3
1668492345,"2022-11-15 06:05:45",0,30,3,2,0,2,3,4,1,3
1668492405,"2022-11-15 06:06:45",0,35,135.9268,27.869,0,3,135,56,16,40
1668492465,"2022-11-15 06:07:45",0,27,193.18118,31.880852,0,2,171,64,11,28
1668492525,"2022-11-15 06:08:45",0,37,159.77582,41.71261,0,3,150,83,16,39
1668492585,"2022-11-15 06:09:45",0,65,147.5391,22.500893,0,5,142,45,10,26
1668492645,"2022-11-15 06:10:45",0,44,205.65874,38.227215,0,4,179,76,17,44
1668492705,"2022-11-15 06:11:45",0,42,200.0073,25.156528,0,3,175,50,7,19
1668492765,"2022-11-15 06:12:45",0,41,225.1896,33.306297,0,3,191,67,13,33
1668492825,"2022-11-15 06:13:45",0,35,175.31442,33.543304,0,3,160,67,18,46
1668492885,"2022-11-15 06:14:45",0,37,134.32057,27.061941,0,3,134,54,16,40
1668492945,"2022-11-15 06:15:45",0,30,189.09042,25.589417,0,2,168,51,10,26
1668493005,"2022-11-15 06:16:45",0,34,114.52016,30.366943,0,3,122,61,18,45
1668493065,"2022-11-15 06:17:45",0,29,156.03178,32.15357,0,2,148,64,17,43
1668493125,"2022-11-15 06:18:45",0,29,167.7877,30.776577,0,2,155,62,16,40
1668493185,"2022-11-15 06:19:45",0,37,165.21173,40.319855,0,3,153,81,19,48
1668493245,"2022-11-15 06:20:45",0,39,187.4167,32.315205,0,3,167,65,9,23
1668493305,"2022-11-15 06:21:45",0,41,182.4237,29.567951,0,3,164,59,8,21
1668493365,"2022-11-15 06:22:45",0,45,262.78595,35.95129,0,4,214,72,9,22
1668493425,"2022-11-15 06:23:45",0,41,135.2706,21.101576,0,3,135,42,11,29
1668493485,"2022-11-15 06:24:45",0,39,125.340355,25.97535,0,3,128,52,14,35
1668493545,"2022-11-15 06:25:45",0,41,175.54213,23.466888,0,3,160,47,11,27
1668493605,"2022-11-15 06:26:45",0,46,180.24638,35.89687,0,4,163,72,14,35
1668493665,"2022-11-15 06:27:45",0,55,204.30893,34.0577,0,4,178,68,11,27
1668493725,"2022-11-15 06:28:45",0,44,79.25311,60.406933,0,4,99,110,32,80
1668493785,"2022-11-15 06:29:45",0,45,3,2,0,4,3,4,1,3
1668493845,"2022-11-15 06:30:45",0,45,3,2,0,4,3,4,1,3
1668493905,"2022-11-15 06:31:45",0,42,3,2,0,3,3,4,1,3
1668493965,"2022-11-15 06:32:45",0,38,155.19409,27.3182,0,3,147,55,15,38
1668494025,"2022-11-15 06:33:45",0,39,3,2,0,3,3,4,1,3
1668494085,"2022-11-15 06:34:45",0,42,132.72092,27.666794,0,3,133,55,13,32
1668494145,"2022-11-15 06:35:45",0,46,44.905853,43.905853,0,4,45,88,26,65
1668494205,"2022-11-15 06:36:45",0,39,107.45027,54.244904,0,3,117,104,29,73
1668494265,"2022-11-15 06:37:45",0,44,186.01234,25.860043,0,4,166,52,9,21
1668494325,"2022-11-15 06:38:45",0,59,150.25343,34.26816,0,5,144,69,14,35
1668494385,"2022-11-15 06:39:45",0,46,88.65901,21.776726,0,4,105,44,12,30
1668494445,"2022-11-15 06:40:45",0,44,170.46074,23.014084,0,4,157,46,9,23
1668494505,"2022-11-15 06:41:45",0,47,114.85525,30.730103,0,4,122,61,18,44
1668494565,"2022-11-15 06:42:45",1,46,206.49326,32.22332,0,4,179,64,11,27
1668494625,"2022-11-15 06:43:45",1,49,191.5002,34.140564,0,4,170,68,16,41
1668494685,"2022-11-15 06:44:45",0,54,195.94798,29.799532,0,4,172,60,13,32
1668494745,"2022-11-15 06:45:45",0,52,167.25165,26.13693,0,4,155,52,12,30
1668494805,"2022-11-15 06:46:45",0,49,161.39883,30.393257,0,4,151,61,16,40
1668494865,"2022-11-15 06:47:45",0,51,188.09338,35.346684,0,4,168,71,16,39
1668494925,"2022-11-15 06:48:45",1,49,217.5552,34.180992,1,4,186,68,13,32
1668494985,"2022-11-15 06:49:45",3,52,175.49722,34.199303,3,4,160,68,17,41
1668495045,"2022-11-15 06:50:45",3,76,176.52863,51.111336,3,6,160,101,23,57
1668495105,"2022-11-15 06:51:45",0,105,144.86172,40.862473,0,8,141,82,18,45
1668495165,"2022-11-15 06:52:45",0,80,172.45879,24.963028,0,6,158,50,9,22
1668495225,"2022-11-15 06:53:45",0,55,189.67294,34.161674,0,4,169,68,18,44
1668495285,"2022-11-15 06:54:45",0,42,174.37683,28.723549,0,3,159,57,14,35
1668495345,"2022-11-15 06:55:45",0,39,3,2,0,3,3,4,1,3
1668495405,"2022-11-15 06:56:45",0,31,73.80805,72.80805,0,2,90,123,51,26
1668495465,"2022-11-15 06:57:45",0,31,198.60126,40.219063,0,2,174,80,23,57
1668495525,"2022-11-15 06:58:45",0,30,152.62796,13.458672,0,2,145,27,2,6
1668495585,"2022-11-15 06:59:45",0,29,3,2,0,2,3,4,1,3
1668495645,"2022-11-15 07:00:45",0,42,3,2,0,3,3,4,1,3
1668495705,"2022-11-15 07:01:45",0,50,177.72104,28.146967,0,4,161,56,5,13
1668495765,"2022-11-15 07:02:45",0,53,159.70662,53.78919,0,4,150,104,26,66
1668495825,"2022-11-15 07:03:45",0,56,151.0742,27.254099,0,4,144,55,14,35
1668495885,"2022-11-15 07:04:45",0,56,205.61397,31.004995,0,4,179,62,13,32
1668495945,"2022-11-15 07:05:45",0,55,174.62671,24.895382,0,4,159,50,12,29
1668496005,"2022-11-15 07:06:45",0,59,182.46812,31.145248,0,5,164,62,15,38
1668496065,"2022-11-15 07:07:45",0,63,192.00293,33.48285,0,5,170,67,16,40
1668496125,"2022-11-15 07:08:45",0,67,170.32303,37.92644,0,5,156,76,22,54
1668496185,"2022-11-15 07:09:45",0,65,177.47668,29.43459,0,5,161,59,12,31
1668496245,"2022-11-15 07:10:45",0,61,3,2,0,5,3,4,1,3
1668496305,"2022-11-15 07:11:45",0,61,195.89243,26.941433,0,5,172,54,10,25
1668496365,"2022-11-15 07:12:45",1,63,185.60236,34.06408,1,5,166,68,17,44
1668496425,"2022-11-15 07:13:45",1,61,186.82335,34.61408,1,5,167,69,18,44
1668496485,"2022-11-15 07:14:45",1,60,215.02895,41.704117,1,5,184,83,18,46
1668496545,"2022-11-15 07:15:45",0,42,105.657166,32.241615,0,3,116,64,20,49
1668496605,"2022-11-15 07:16:45",3,40,119.72127,27.447617,3,3,125,55,16,40
1668496665,"2022-11-15 07:17:45",2,46,90.216286,24.622763,2,4,106,49,14,35
1668496725,"2022-11-15 07:18:45",3,49,,,3,4,0,0,,
1668496785,"2022-11-15 07:19:45",0,36,194.15866,23.340563,0,3,171,47,6,15
1668496845,"2022-11-15 07:20:45",5,0,172.82321,35.511192,5,0,158,71,19,48
1668496905,"2022-11-15 07:21:45",4,38,226.19408,33.54208,4,3,191,67,8,21
1668496965,"2022-11-15 07:22:45",2,0,108.54304,28.84108,2,0,118,58,17,41
1668497025,"2022-11-15 07:23:45",2,40,154.7514,43.60038,2,3,147,87,26,65
1668497085,"2022-11-15 07:24:45",3,43,145.0944,33.607628,3,3,141,67,17,43
1668497145,"2022-11-15 07:25:45",4,45,181.59015,27.835045,4,4,163,56,13,31
1668497205,"2022-11-15 07:26:45",5,45,172.80815,25.520142,5,4,158,51,10,26
1668497265,"2022-11-15 07:27:45",1,30,159.80319,41.64856,1,2,150,83,15,38
1668497325,"2022-11-15 07:28:45",0,92,200.33563,32.251076,0,7,175,65,12,31
1668497385,"2022-11-15 07:29:45",0,131,3,2,0,10,3,4,1,3
1668497445,"2022-11-15 07:30:45",0,118,88.81424,25.334293,0,9,106,51,14,35
1668497623,"2022-11-15 07:33:43",0,0,,,0,0,0,0,,
1668497984,"2022-11-15 07:39:44",0,88,85.68718,32.00499,0,7,104,64,14,35
1668498043,"2022-11-15 07:40:43",0,91,,,0,7,0,0,,
1668498044,"2022-11-15 07:40:44",0,0,,,0,0,0,0,,
1668498104,"2022-11-15 07:41:44",0,93,48.837776,33.171165,0,7,49,66,16,40
1668498224,"2022-11-15 07:43:44",0,104,157.5777,27.323286,0,8,148,55,7,19
1668498283,"2022-11-15 07:44:43",0,106,81.16763,34.43686,0,8,101,69,17,42
1668498343,"2022-11-15 07:45:43",0,0,,,0,0,0,0,,
1668498403,"2022-11-15 07:46:43",0,109,94.648254,45.30601,0,9,109,91,23,58
1668498463,"2022-11-15 07:47:43",0,110,128.28961,39.729454,0,9,130,79,16,41
1668498523,"2022-11-15 07:48:43",0,110,170.28543,38.520897,0,9,156,77,15,36
1668498583,"2022-11-15 07:49:43",0,110,136.974,43.9337,0,9,136,88,20,49
1668498643,"2022-11-15 07:50:43",0,109,90.035576,39.401497,0,9,106,79,18,46
1668498703,"2022-11-15 07:51:43",0,112,111.5966,40.87811,0,9,120,82,20,51
1668498763,"2022-11-15 07:52:43",0,111,99.41762,35.56027,0,9,112,71,11,26
1668498823,"2022-11-15 07:53:43",0,112,98.581665,44.10045,0,9,112,88,22,56
1668498883,"2022-11-15 07:54:43",0,111,147.2973,33.052536,0,9,142,66,10,26
1668498943,"2022-11-15 07:55:43",0,111,247.79453,46.31974,0,9,205,93,14,34
1668499003,"2022-11-15 07:56:43",0,110,134.90019,38.64983,0,9,134,77,17,43
1668499063,"2022-11-15 07:57:43",0,113,151.93259,33.590836,0,9,145,67,13,32
1668499123,"2022-11-15 07:58:43",0,112,174.8127,32.10524,0,9,159,64,8,21
1668499183,"2022-11-15 07:59:43",0,114,3,2,0,9,3,4,1,3
1668499243,"2022-11-15 08:00:43",0,113,146.21085,34.27706,0,9,141,69,10,26
1668499303,"2022-11-15 08:01:43",0,114,88.45061,48.995354,0,9,105,98,28,70
1668499363,"2022-11-15 08:02:43",0,116,133.73082,45.694252,0,9,134,91,21,51
1668499423,"2022-11-15 08:03:43",0,117,104.5016,39.95407,0,9,115,80,16,41
1668499483,"2022-11-15 08:04:43",0,117,88.3329,43.48516,0,9,105,87,19,48
1668499543,"2022-11-15 08:05:43",2,118,133.98769,31.265488,1,9,134,63,12,31
1668499603,"2022-11-15 08:06:43",0,118,104.35861,42.72878,0,9,115,85,20,50
1668499663,"2022-11-15 08:07:43",0,123,193.52397,44.32164,0,10,171,89,16,41
1668499723,"2022-11-15 08:08:43",0,124,172.42355,38.596905,0,10,158,77,12,30
1668499783,"2022-11-15 08:09:43",0,121,174.16275,42.182877,0,10,159,84,16,40
1668499843,"2022-11-15 08:10:43",1,120,121.26963,36.684578,1,10,126,73,13,33
1668499903,"2022-11-15 08:11:43",1,120,116.63638,40.445206,1,10,123,81,18,44
1668499963,"2022-11-15 08:12:43",1,123,141.52615,36.963837,1,10,138,74,15,38
1668500023,"2022-11-15 08:13:43",1,121,155.33694,38.783875,1,10,147,78,16,41
1668500083,"2022-11-15 08:14:43",2,121,173.93054,44.103447,2,10,159,88,16,41
1668500143,"2022-11-15 08:15:43",2,122,103.86893,46.44169,2,10,115,93,24,60
1668500203,"2022-11-15 08:16:43",1,119,147.48724,40.784554,1,10,142,82,17,43
1668500263,"2022-11-15 08:17:43",1,122,93.6039,40.74198,1,10,109,81,21,52
1668500323,"2022-11-15 08:18:43",1,121,89.55806,47.55974,1,10,106,95,27,67
1668500383,"2022-11-15 08:19:43",1,124,132.28586,33.825188,1,10,133,68,13,32
1668500443,"2022-11-15 08:20:43",0,121,115.091835,47.55314,0,10,122,95,23,58
1668500503,"2022-11-15 08:21:43",0,120,128.67232,54.73874,0,10,130,105,29,72
1668500563,"2022-11-15 08:22:43",0,123,138.23303,50.484344,0,10,136,100,23,58
1668500623,"2022-11-15 08:23:43",1,121,180.75882,46.699974,1,10,163,93,23,57
1668500683,"2022-11-15 08:24:43",0,123,101.477905,38.333023,0,10,113,77,17,42
1668500743,"2022-11-15 08:25:43",0,123,164.71147,36.494217,0,10,153,73,12,30
1668500803,"2022-11-15 08:26:43",0,120,165.96329,38.168358,0,10,154,76,16,40
1668500863,"2022-11-15 08:27:43",0,120,171.57016,39.120575,0,10,157,78,13,33
1668500923,"2022-11-15 08:28:43",0,122,153.10422,38.217255,0,10,146,76,13,32
1668500983,"2022-11-15 08:29:43",0,119,119.49137,45.659355,0,10,125,91,21,52
1668501043,"2022-11-15 08:30:43",0,118,116.58454,41.543022,0,9,123,83,18,46
1668501103,"2022-11-15 08:31:43",0,121,155.79433,32.168148,0,10,147,64,11,28
1668501163,"2022-11-15 08:32:43",0,119,132.85233,28.865616,0,10,133,58,9,22
1668501223,"2022-11-15 08:33:43",0,120,147.35165,41.5131,0,10,142,83,20,51
1668501283,"2022-11-15 08:34:43",0,120,149.28122,44.609787,0,10,143,89,18,45
1668501343,"2022-11-15 08:35:43",0,120,111.01697,31.337555,0,10,119,63,14,35
1668501403,"2022-11-15 08:36:43",0,120,148.25911,40.008514,0,10,143,80,16,39
1668501463,"2022-11-15 08:37:43",0,121,151.09114,43.452396,0,10,144,87,19,47
1668501523,"2022-11-15 08:38:43",0,119,158.83366,38.79135,0,10,149,78,14,34
1668501583,"2022-11-15 08:39:43",0,119,113.60342,25.320984,0,10,121,51,8,19
1668501643,"2022-11-15 08:40:43",1,121,149.60556,34.794617,1,10,144,70,14,34
1668501703,"2022-11-15 08:41:43",0,120,154.00015,42.35148,0,10,146,85,19,47
1668501763,"2022-11-15 08:42:43",1,122,172.5021,46.624588,1,10,158,93,20,50
1668501823,"2022-11-15 08:43:43",0,120,150.48944,35.874672,0,10,144,72,13,32
1668501883,"2022-11-15 08:44:43",2,121,157.16293,37.554535,2,10,148,75,14,35
1668501943,"2022-11-15 08:45:43",3,123,117.4166,42.0915,2,10,123,84,21,52
1668502003,"2022-11-15 08:46:43",3,121,109.68406,44.057777,2,10,119,88,22,55
1668502063,"2022-11-15 08:47:43",3,122,143.54987,35.782597,3,10,140,72,16,40
1668502123,"2022-11-15 08:48:43",2,123,153.21135,31.62051,2,10,146,63,9,24
1668502183,"2022-11-15 08:49:43",3,122,138.50275,35.33477,3,10,137,71,16,41
1668502243,"2022-11-15 08:50:43",2,122,146.27762,44.55121,2,10,141,89,21,52
1668502303,"2022-11-15 08:51:43",2,121,105.027626,34.689438,2,10,116,69,15,37
1668502363,"2022-11-15 08:52:43",2,121,141.57983,44.750755,2,10,138,90,24,61
1668502423,"2022-11-15 08:53:43",2,120,158.91876,39.604454,2,10,149,79,17,42
1668502483,"2022-11-15 08:54:43",2,121,146.79037,29.756517,2,10,142,60,9,21
1668502543,"2022-11-15 08:55:43",2,119,78.73651,51.548172,2,10,98,102,30,75
1668502603,"2022-11-15 08:56:43",1,122,101.31024,46.49346,1,10,113,93,23,58
1668502663,"2022-11-15 08:57:43",3,119,167.31978,38.951023,3,10,155,78,16,41
1668502723,"2022-11-15 08:58:43",1,120,112.179016,43.035152,1,10,120,86,22,55
1668502783,"2022-11-15 08:59:43",1,120,152.55484,32.95923,1,10,145,66,15,37
1668502843,"2022-11-15 09:00:43",1,121,155.96439,37.495655,1,10,147,75,13,33
1668502903,"2022-11-15 09:01:43",0,119,129.626,44.607483,0,10,131,89,21,53
1668502963,"2022-11-15 09:02:43",0,118,84.73877,46.408134,0,9,103,93,26,65
1668503023,"2022-11-15 09:03:43",1,119,3,2,1,10,3,4,1,3
1668503083,"2022-11-15 09:04:43",0,119,159.24188,35.758495,0,10,150,72,13,32
1668503143,"2022-11-15 09:05:43",0,118,147.1846,40.24022,0,9,142,80,16,41
1668503203,"2022-11-15 09:06:43",0,117,123.70357,37.37369,0,9,127,75,15,37
1668503263,"2022-11-15 09:07:43",0,117,154.56146,37.135044,0,9,147,74,14,35
1668503323,"2022-11-15 09:08:43",0,114,145.93047,27.25741,0,9,141,55,10,26
1668503383,"2022-11-15 09:09:43",1,116,185.0362,42.502007,1,9,166,85,16,40
1668503443,"2022-11-15 09:10:43",0,116,136.36865,34.962326,0,9,135,70,13,31
1668503503,"2022-11-15 09:11:43",0,114,121.13732,35.7325,0,9,126,71,16,41
1668503563,"2022-11-15 09:12:43",0,117,123.56361,36.537697,0,9,127,73,17,43
1668503623,"2022-11-15 09:13:43",0,114,149.27005,42.636047,0,9,143,85,20,49
1668503683,"2022-11-15 09:14:43",0,114,115.75153,42.544334,0,9,122,85,22,56
1668503743,"2022-11-15 09:15:43",0,112,120.7233,40.92787,0,9,125,82,19,49
1668503803,"2022-11-15 09:16:43",0,113,164.7713,41.113846,0,9,153,82,16,39
1668503863,"2022-11-15 09:17:43",0,115,141.73485,27.870634,0,9,139,56,8,20
1668503923,"2022-11-15 09:18:43",0,117,65.71671,25.13647,0,9,76,50,9,22
1668503983,"2022-11-15 09:19:43",0,114,116.83095,41.522858,0,9,123,83,21,53
1668504043,"2022-11-15 09:20:43",0,117,137.24332,29.574577,0,9,136,59,10,24
1668504103,"2022-11-15 09:21:43",0,119,94.12269,41.268364,0,10,109,83,20,49
1668504163,"2022-11-15 09:22:43",0,117,122.319336,52.64908,0,9,126,103,27,68
1668504223,"2022-11-15 09:23:43",0,115,147.8797,23.31216,0,9,142,47,5,13
1668504283,"2022-11-15 09:24:43",0,116,129.50386,42.271328,0,9,131,85,19,46
1668504343,"2022-11-15 09:25:43",0,115,211.50183,47.405,0,9,182,95,18,46
1668504403,"2022-11-15 09:26:43",0,117,140.7911,36.973343,0,9,138,74,14,36
1668504463,"2022-11-15 09:27:43",0,115,122.26758,44.46002,0,9,126,89,21,53
1668504523,"2022-11-15 09:28:43",0,113,167.33786,30.42614,0,9,155,61,8,20
1668504583,"2022-11-15 09:29:43",0,114,191.19806,44.444794,0,9,169,89,16,41
1668504643,"2022-11-15 09:30:43",0,113,3,2,0,9,3,4,1,3
1668504703,"2022-11-15 09:31:43",0,113,132.06085,25.016754,0,9,133,50,10,25
1668504763,"2022-11-15 09:32:43",0,118,143.15631,33.885284,0,9,139,68,15,37
1668504823,"2022-11-15 09:33:43",0,114,144.72035,30.272255,0,9,140,61,13,34
1668504883,"2022-11-15 09:34:43",0,114,158.31302,21.78665,0,9,149,44,5,13
1668504943,"2022-11-15 09:35:43",0,111,147.36371,44.056625,0,9,142,88,19,49
1668505003,"2022-11-15 09:36:43",0,112,98.66869,45.78836,0,9,112,92,23,57
1668505063,"2022-11-15 09:37:43",0,113,139.49539,35.268845,0,9,137,71,16,39
1668505123,"2022-11-15 09:38:43",0,113,174.66905,35.332623,0,9,159,71,9,24
1668505183,"2022-11-15 09:39:43",0,112,175.67,36.240627,0,9,160,72,10,25
1668505243,"2022-11-15 09:40:43",0,112,,,0,9,0,0,,
1668505303,"2022-11-15 09:41:43",0,111,129.53737,45.881435,0,9,131,92,19,48
1668505363,"2022-11-15 09:42:43",0,111,155.58022,32.265854,0,9,147,65,12,30
1668505423,"2022-11-15 09:43:43",0,111,163.28403,43.759212,0,9,152,88,20,51
1668505483,"2022-11-15 09:44:43",0,0,142.7814,39.106274,0,0,139,78,15,37
1668505543,"2022-11-15 09:45:43",0,109,173.3301,40.395535,0,9,158,81,18,45
1668505603,"2022-11-15 09:46:43",0,108,130.33102,38.5981,0,9,131,77,17,43
1668505663,"2022-11-15 09:47:43",0,105,134.75671,28.855919,0,8,134,58,8,20
1668505723,"2022-11-15 09:48:43",0,108,153.76584,32.35045,0,9,146,65,11,28
1668505783,"2022-11-15 09:49:43",0,110,150.043,27.844042,0,9,144,56,7,18
1668505843,"2022-11-15 09:50:43",0,108,162.18805,32.388912,0,9,151,65,10,25
1668505903,"2022-11-15 09:51:43",0,109,149.70615,34.0251,0,9,144,68,13,33
1668505963,"2022-11-15 09:52:43",0,109,141.48453,38.05651,0,9,138,76,15,37
1668506023,"2022-11-15 09:53:43",0,110,128.353,33.20208,0,9,130,66,12,30
1668506083,"2022-11-15 09:54:43",0,109,156.77722,26.022682,0,9,148,52,6,15
1668506143,"2022-11-15 09:55:43",0,112,158.00624,29.695484,0,9,149,59,12,30
1668506203,"2022-11-15 09:56:43",0,112,162.41809,32.847942,0,9,152,66,11,27
1668506263,"2022-11-15 09:57:43",0,115,139.25624,32.36451,0,9,137,65,14,36
1668506323,"2022-11-15 09:58:43",0,114,183.87811,33.701607,0,9,165,67,9,24
1668506383,"2022-11-15 09:59:43",0,115,78.68452,37.62554,0,9,98,75,15,39
1668506443,"2022-11-15 10:00:43",0,115,150.22017,31.971405,0,9,144,64,12,31
1668506503,"2022-11-15 10:01:43",0,115,151.88957,31.373447,0,9,145,63,16,39
1668506563,"2022-11-15 10:02:43",0,116,116.608665,27.273483,0,9,123,55,11,28
1668506623,"2022-11-15 10:03:43",0,119,140.6387,30.814266,0,10,138,62,14,35
1668506683,"2022-11-15 10:04:43",0,0,158.27484,33.891235,0,0,149,68,,
1668506744,"2022-11-15 10:05:44",0,121,,,0,10,0,0,14,35
1668506804,"2022-11-15 10:06:44",0,119,167.23558,35.968582,0,10,155,72,15,37
1668506924,"2022-11-15 10:08:44",0,0,,,0,0,0,0,,
1668506984,"2022-11-15 10:09:44",0,123,178.82506,29.915472,0,10,162,60,7,18
1668507044,"2022-11-15 10:10:44",0,122,135.97685,31.41994,0,10,135,63,15,37
1668507103,"2022-11-15 10:11:43",0,125,143.72897,38.765205,0,10,140,78,21,53
1668507163,"2022-11-15 10:12:43",0,125,,37.59982,0,10,0,75,21,51
1668507344,"2022-11-15 10:15:44",0,125,,,0,10,0,0,8,19
1668507524,"2022-11-15 10:18:44",0,128,142.63673,33.522057,0,10,139,67,13,34
1668507945,"2022-11-15 10:25:45",0,0,,,0,0,0,0,,
1668508005,"2022-11-15 10:26:45",0,0,3,2,0,0,3,4,,
1668508064,"2022-11-15 10:27:44",0,130,,,0,10,0,0,18,46
1668508184,"2022-11-15 10:29:44",0,0,126.03005,23.17817,0,0,129,46,11,28
1668508364,"2022-11-15 10:32:44",0,0,177.43192,34.853977,0,0,161,70,15,38
1668508425,"2022-11-15 10:33:45",0,129,,,0,10,0,0,,
1668508485,"2022-11-15 10:34:45",0,127,175.97589,34.777367,0,10,160,70,15,38
1668508544,"2022-11-15 10:35:44",0,127,142.926,33.426453,0,10,139,67,15,37
1668508604,"2022-11-15 10:36:44",0,125,189.36127,34.31796,0,10,168,69,12,30
1668508664,"2022-11-15 10:37:44",0,0,,,0,0,0,0,,
1668508725,"2022-11-15 10:38:45",0,125,123.751976,44.509735,0,10,127,89,25,61
1668508785,"2022-11-15 10:39:45",0,125,159.27484,39.414585,0,10,150,79,21,52
1668508845,"2022-11-15 10:40:45",0,123,191.97214,34.882195,0,10,170,70,13,33
1668508905,"2022-11-15 10:41:45",0,123,,27.077295,0,10,0,54,13,32
1668508964,"2022-11-15 10:42:44",0,123,145.62863,34.749016,0,10,141,69,14,36
1668509024,"2022-11-15 10:43:44",0,123,,,0,10,0,0,,
1668509085,"2022-11-15 10:44:45",0,124,163.98666,34.11212,0,10,152,68,15,37
1668509145,"2022-11-15 10:45:45",0,121,180.65799,36.336967,0,10,163,73,15,36
1668509205,"2022-11-15 10:46:45",0,122,134.13588,33.211166,0,10,134,66,17,43
