timestamp,date,latitude,longitude
1667261921,"2022-11-01 00:18:41",46.747061,-117.149503
1667263721,"2022-11-01 00:48:41",46.747061,-117.149503
1667265521,"2022-11-01 01:18:41",46.747061,-117.149503
1667266030,"2022-11-01 01:27:10",46.747008,-117.149386
1667266063,"2022-11-01 01:27:43",46.747033,-117.149515
1667267863,"2022-11-01 01:57:43",46.747033,-117.149515
1667269663,"2022-11-01 02:27:43",46.747033,-117.149515
1667271463,"2022-11-01 02:57:43",46.747033,-117.149515
1667273263,"2022-11-01 03:27:43",46.747033,-117.149515
1667275063,"2022-11-01 03:57:43",46.747033,-117.149515
1667276863,"2022-11-01 04:27:43",46.747033,-117.149515
1667278412,"2022-11-01 04:53:32",46.747033,-117.149515
1667278418,"2022-11-01 04:53:38",46.747054,-117.149523
1667279013,"2022-11-01 05:03:33",46.747119,-117.149486
1667279016,"2022-11-01 05:03:36",46.747119,-117.149486
1667279021,"2022-11-01 05:03:41",46.747119,-117.149486
1667279061,"2022-11-01 05:04:21",46.747049,-117.149583
1667279079,"2022-11-01 05:04:39",46.747049,-117.149583
1667279085,"2022-11-01 05:04:45",46.747082,-117.149546
1667279087,"2022-11-01 05:04:47",46.747082,-117.149546
1667316438,"2022-11-01 15:27:18",46.747051,-117.149512
1667316447,"2022-11-01 15:27:27",46.747051,-117.149512
1667316516,"2022-11-01 15:28:36",46.747051,-117.149512
1667316520,"2022-11-01 15:28:40",46.747133,-117.149574
1667316521,"2022-11-01 15:28:41",46.747029,-117.149483
1667316587,"2022-11-01 15:29:47",46.747037,-117.149531
1667317086,"2022-11-01 15:38:06",46.747013,-117.149633
1667317438,"2022-11-01 15:43:58",46.747073,-117.149515
1667317520,"2022-11-01 15:45:20",46.746992,-117.149666
1667317616,"2022-11-01 15:46:56",46.747085,-117.149563
1667319416,"2022-11-01 16:16:56",46.747085,-117.149563
1667320447,"2022-11-01 16:34:07",46.747085,-117.149563
1667320453,"2022-11-01 16:34:13",46.747082,-117.149552
1667320463,"2022-11-01 16:34:23",46.747082,-117.149552
1667320536,"2022-11-01 16:35:36",46.747051,-117.149512
1667320541,"2022-11-01 16:35:41",46.746137,-117.148712
1667320542,"2022-11-01 16:35:42",46.746458,-117.149151
1667320543,"2022-11-01 16:35:43",46.746623,-117.149373
1667320544,"2022-11-01 16:35:44",46.746786,-117.149495
1667320545,"2022-11-01 16:35:45",46.746856,-117.149589
1667320547,"2022-11-01 16:35:47",46.746954,-117.14962
1667320565,"2022-11-01 16:36:05",46.746954,-117.14962
1667320571,"2022-11-01 16:36:11",46.747072,-117.149516
1667320572,"2022-11-01 16:36:12",46.747023,-117.149627
1667320576,"2022-11-01 16:36:16",46.747023,-117.149627
1667320578,"2022-11-01 16:36:18",46.747023,-117.149627
1667320660,"2022-11-01 16:37:40",46.747077,-117.149522
1667320727,"2022-11-01 16:38:47",46.747036,-117.149655
1667320819,"2022-11-01 16:40:19",46.747106,-117.149572
1667320956,"2022-11-01 16:42:36",46.747106,-117.149572
1667320962,"2022-11-01 16:42:42",46.747071,-117.149624
1667320971,"2022-11-01 16:42:51",46.747048,-117.149631
1667320975,"2022-11-01 16:42:55",46.747048,-117.149631
1667320984,"2022-11-01 16:43:04",46.747048,-117.149631
1667320990,"2022-11-01 16:43:10",46.747048,-117.149631
1667320994,"2022-11-01 16:43:14",46.747048,-117.149631
1667321011,"2022-11-01 16:43:31",46.747108,-117.149524
1667321080,"2022-11-01 16:44:40",46.747051,-117.149512
1667321086,"2022-11-01 16:44:46",46.746787,-117.148591
1667321087,"2022-11-01 16:44:47",46.746861,-117.148861
1667321088,"2022-11-01 16:44:48",46.746894,-117.149111
1667321089,"2022-11-01 16:44:49",46.746942,-117.149295
1667321091,"2022-11-01 16:44:51",46.746991,-117.149396
1667321114,"2022-11-01 16:45:14",46.747086,-117.149523
1667321221,"2022-11-01 16:47:01",46.747086,-117.149523
1667321237,"2022-11-01 16:47:17",46.747029,-117.14961
1667321270,"2022-11-01 16:47:50",46.747227,-117.149902
1667321325,"2022-11-01 16:48:45",46.747051,-117.149512
1667321328,"2022-11-01 16:48:48",46.747273,-117.147883
1667321334,"2022-11-01 16:48:54",46.747,-117.14923
1667321342,"2022-11-01 16:49:02",46.747,-117.14923
1667321394,"2022-11-01 16:49:54",46.747051,-117.149512
1667321400,"2022-11-01 16:50:00",46.747207,-117.147825
1667321401,"2022-11-01 16:50:01",46.74717,-117.148252
1667321404,"2022-11-01 16:50:04",46.747097,-117.149162
1667321406,"2022-11-01 16:50:06",46.747118,-117.149321
1667321407,"2022-11-01 16:50:07",46.747118,-117.149321
1667321409,"2022-11-01 16:50:09",46.747118,-117.149321
1667321410,"2022-11-01 16:50:10",46.747118,-117.149321
1667321415,"2022-11-01 16:50:15",46.747118,-117.149321
1667321416,"2022-11-01 16:50:16",46.747125,-117.149493
1667321419,"2022-11-01 16:50:19",46.747125,-117.149493
1667321422,"2022-11-01 16:50:22",46.747034,-117.149542
1667321427,"2022-11-01 16:50:27",46.747041,-117.149505
1667321433,"2022-11-01 16:50:33",46.747048,-117.149506
1667321450,"2022-11-01 16:50:50",46.747081,-117.149518
1667321460,"2022-11-01 16:51:00",46.747081,-117.149518
1667321572,"2022-11-01 16:52:52",46.747051,-117.149512
1667321575,"2022-11-01 16:52:55",46.746901,-117.149491
1667321577,"2022-11-01 16:52:57",46.747003,-117.149589
1667321579,"2022-11-01 16:52:59",46.747003,-117.149589
1667321585,"2022-11-01 16:53:05",46.747003,-117.149589
1667321593,"2022-11-01 16:53:13",46.747003,-117.149589
1667321627,"2022-11-01 16:53:47",46.747051,-117.149512
1667321631,"2022-11-01 16:53:51",46.747032,-117.149688
1667321634,"2022-11-01 16:53:54",46.747032,-117.149688
1667321637,"2022-11-01 16:53:57",46.747032,-117.149688
1667321640,"2022-11-01 16:54:00",46.747032,-117.149688
1667321647,"2022-11-01 16:54:07",46.747032,-117.149688
1667321672,"2022-11-01 16:54:32",46.747032,-117.149688
1667321688,"2022-11-01 16:54:48",46.746997,-117.149617
1667321697,"2022-11-01 16:54:57",46.747163,-117.149562
1667321733,"2022-11-01 16:55:33",46.747051,-117.149512
1667321734,"2022-11-01 16:55:34",46.747053,-117.14966
1667321736,"2022-11-01 16:55:36",46.747053,-117.14966
1667321740,"2022-11-01 16:55:40",46.747053,-117.14966
1667321891,"2022-11-01 16:58:11",46.747043,-117.149529
1667322097,"2022-11-01 17:01:37",46.747043,-117.149529
1667322102,"2022-11-01 17:01:42",46.747053,-117.149513
1667323136,"2022-11-01 17:18:56",46.747058,-117.149537
1667323142,"2022-11-01 17:19:02",46.747058,-117.149537
1667323829,"2022-11-01 17:30:29",46.747059,-117.149668
1667324065,"2022-11-01 17:34:25",46.747092,-117.149544
1667324144,"2022-11-01 17:35:44",46.747065,-117.149676
1667324196,"2022-11-01 17:36:36",46.747095,-117.149551
1667324893,"2022-11-01 17:48:13",46.747012,-117.149604
1667325180,"2022-11-01 17:53:00",46.747062,-117.14949
1667325416,"2022-11-01 17:56:56",46.74704,-117.149619
1667325453,"2022-11-01 17:57:33",46.747071,-117.149496
1667325489,"2022-11-01 17:58:09",46.747066,-117.149642
1667325889,"2022-11-01 18:04:49",46.746987,-117.149709
1667326002,"2022-11-01 18:06:42",46.747038,-117.149599
1667326075,"2022-11-01 18:07:55",46.747116,-117.14967
1667326121,"2022-11-01 18:08:41",46.747089,-117.149545
1667326663,"2022-11-01 18:17:43",46.747096,-117.149676
1667326892,"2022-11-01 18:21:32",46.747045,-117.149556
1667326988,"2022-11-01 18:23:08",46.747117,-117.149636
1667327029,"2022-11-01 18:23:49",46.747021,-117.149653
1667327129,"2022-11-01 18:25:29",46.747048,-117.149524
1667328058,"2022-11-01 18:40:58",46.747068,-117.149656
1667328201,"2022-11-01 18:43:21",46.746992,-117.149583
1667328285,"2022-11-01 18:44:45",46.747084,-117.149579
1667328516,"2022-11-01 18:48:36",46.746997,-117.149623
1667328552,"2022-11-01 18:49:12",46.747084,-117.149566
1667328572,"2022-11-01 18:49:32",46.747084,-117.149566
1667328579,"2022-11-01 18:49:39",46.747027,-117.14956
1667328589,"2022-11-01 18:49:49",46.747027,-117.14956
1667328612,"2022-11-01 18:50:12",46.747445,-117.149879
1667328617,"2022-11-01 18:50:17",46.747081,-117.149599
1667328622,"2022-11-01 18:50:22",46.747081,-117.149599
1667328627,"2022-11-01 18:50:27",46.747081,-117.149599
1667328632,"2022-11-01 18:50:32",46.747081,-117.149599
1667328639,"2022-11-01 18:50:39",46.747081,-117.149599
1667328648,"2022-11-01 18:50:48",46.747056,-117.149565
1667328653,"2022-11-01 18:50:53",46.747047,-117.149539
1667328682,"2022-11-01 18:51:22",46.746994,-117.149612
1667328744,"2022-11-01 18:52:24",46.747414,-117.14976
1667328894,"2022-11-01 18:54:54",46.747051,-117.149512
1667328897,"2022-11-01 18:54:57",46.74703,-117.149376
1667328898,"2022-11-01 18:54:58",46.747022,-117.149572
1667328901,"2022-11-01 18:55:01",46.747022,-117.149572
1667328905,"2022-11-01 18:55:05",46.747022,-117.149572
1667328910,"2022-11-01 18:55:10",46.747022,-117.149572
1667328912,"2022-11-01 18:55:12",46.747022,-117.149572
1667328915,"2022-11-01 18:55:15",46.747022,-117.149572
1667328919,"2022-11-01 18:55:19",46.747022,-117.149572
1667328923,"2022-11-01 18:55:23",46.747022,-117.149572
1667328929,"2022-11-01 18:55:29",46.747022,-117.149572
1667328932,"2022-11-01 18:55:32",46.747063,-117.149577
1667328939,"2022-11-01 18:55:39",46.747044,-117.149597
1667328942,"2022-11-01 18:55:42",46.747037,-117.149597
1667328949,"2022-11-01 18:55:49",46.747029,-117.149578
1667328964,"2022-11-01 18:56:04",46.74705,-117.149617
1667328968,"2022-11-01 18:56:08",46.747069,-117.149625
1667328972,"2022-11-01 18:56:12",46.747069,-117.149625
1667328992,"2022-11-01 18:56:32",46.747069,-117.149625
1667328996,"2022-11-01 18:56:36",46.747069,-117.149625
1667329000,"2022-11-01 18:56:40",46.747038,-117.149581
1667329005,"2022-11-01 18:56:45",46.747036,-117.149553
1667329007,"2022-11-01 18:56:47",46.747042,-117.149554
1667329015,"2022-11-01 18:56:55",46.747049,-117.149521
1667329018,"2022-11-01 18:56:58",46.747047,-117.149544
1667329025,"2022-11-01 18:57:05",46.747057,-117.149572
1667329030,"2022-11-01 18:57:10",46.747057,-117.149576
1667329035,"2022-11-01 18:57:15",46.747063,-117.149572
1667329039,"2022-11-01 18:57:19",46.747051,-117.149584
1667329043,"2022-11-01 18:57:23",46.747051,-117.149606
1667329050,"2022-11-01 18:57:30",46.747033,-117.149633
1667329053,"2022-11-01 18:57:33",46.747026,-117.149624
1667329056,"2022-11-01 18:57:36",46.747021,-117.149604
1667329060,"2022-11-01 18:57:40",46.747027,-117.149578
1667329072,"2022-11-01 18:57:52",46.747058,-117.149552
1667329076,"2022-11-01 18:57:56",46.747075,-117.149559
1667329080,"2022-11-01 18:58:00",46.747079,-117.149564
1667329087,"2022-11-01 18:58:07",46.74709,-117.149566
1667329092,"2022-11-01 18:58:12",46.747075,-117.14957
1667329095,"2022-11-01 18:58:15",46.747069,-117.149573
1667329103,"2022-11-01 18:58:23",46.747022,-117.149599
1667329108,"2022-11-01 18:58:28",46.747029,-117.149586
1667329111,"2022-11-01 18:58:31",46.747027,-117.149584
1667329119,"2022-11-01 18:58:39",46.74704,-117.149586
1667329129,"2022-11-01 18:58:49",46.74704,-117.149586
1667329134,"2022-11-01 18:58:54",46.747051,-117.149512
1667329135,"2022-11-01 18:58:55",46.747071,-117.149619
1667329137,"2022-11-01 18:58:57",46.747071,-117.149619
1667329139,"2022-11-01 18:58:59",46.747071,-117.149619
1667329142,"2022-11-01 18:59:02",46.747071,-117.149619
1667329145,"2022-11-01 18:59:05",46.747071,-117.149619
1667329148,"2022-11-01 18:59:08",46.747071,-117.149619
1667329152,"2022-11-01 18:59:12",46.747071,-117.149619
1667329156,"2022-11-01 18:59:16",46.747071,-117.149619
1667329160,"2022-11-01 18:59:20",46.747071,-117.149619
1667329163,"2022-11-01 18:59:23",46.747071,-117.149619
1667329167,"2022-11-01 18:59:27",46.747071,-117.149619
1667329168,"2022-11-01 18:59:28",46.747071,-117.149619
1667329170,"2022-11-01 18:59:30",46.747071,-117.149619
1667329173,"2022-11-01 18:59:33",46.747015,-117.149552
1667329176,"2022-11-01 18:59:36",46.74701,-117.149542
1667329179,"2022-11-01 18:59:39",46.74701,-117.149553
1667329182,"2022-11-01 18:59:42",46.74701,-117.149561
1667329185,"2022-11-01 18:59:45",46.747023,-117.149575
1667329189,"2022-11-01 18:59:49",46.747034,-117.149595
1667329196,"2022-11-01 18:59:56",46.747044,-117.149623
1667329203,"2022-11-01 19:00:03",46.747038,-117.149635
1667329209,"2022-11-01 19:00:09",46.747062,-117.14962
1667329213,"2022-11-01 19:00:13",46.747063,-117.14959
1667329219,"2022-11-01 19:00:19",46.747063,-117.149553
1667329224,"2022-11-01 19:00:24",46.747063,-117.149539
1667329228,"2022-11-01 19:00:28",46.74705,-117.149559
1667329231,"2022-11-01 19:00:31",46.747051,-117.149548
